                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2996,                 3.9505,                 4.4245,                0.00161,                0.04202,                0.00085,                 0.0002,                 4.1904,                 3.8165,                 4.1594,                  2e-05,                  2e-05,                  2e-05
