                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 3.0413,                 3.1536,                 3.3964,                 0.0019,                0.07178,                0.00954,                0.00445,                 4.2763,                 4.9042,                 4.3589,             0.00062657,             0.00062657,             0.00062657
                     14,                 2.8637,                 3.1195,                 3.3399,                0.00192,                0.07178,                0.00944,                0.00252,                 4.2974,                 4.9348,                 4.3873,             0.00066793,             0.00066793,             0.00066793
                     15,                 2.9123,                 2.9752,                 3.2199,                0.00192,                0.07178,                0.00475,                0.00089,                 4.3223,                  4.962,                 4.4161,             0.00070819,             0.00070819,             0.00070819
                     16,                 2.7666,                 2.8941,                  3.119,                0.00192,                0.07178,                0.00463,                0.00081,                 4.3576,                 5.0079,                 4.4571,             0.00074735,             0.00074735,             0.00074735
                     17,                 2.7291,                 2.8608,                 3.0387,                0.00197,                0.07178,                0.00999,                0.00141,                 4.4083,                 5.0767,                 4.5238,             0.00078541,             0.00078541,             0.00078541
                     18,                  2.622,                  2.785,                 2.9645,                0.00194,                0.07178,                0.01016,                0.00143,                 4.3814,                 5.0381,                 4.4894,             0.00082238,             0.00082238,             0.00082238
                     19,                 2.6411,                 2.6483,                 2.8562,                0.00158,                0.05178,                0.00463,                 0.0009,                 4.2975,                 4.9613,                 4.4047,             0.00085824,             0.00085824,             0.00085824
                     20,                 2.5623,                 2.6459,                 2.8549,                0.00114,                0.02351,                0.00124,                 0.0006,                 4.1008,                 4.8692,                 4.2767,               0.000893,               0.000893,               0.000893
                     21,                 2.5141,                 2.4617,                 2.7189,                0.00561,                0.05118,                0.00509,                0.00198,                  3.833,                 4.6715,                 4.1097,             0.00089102,             0.00089102,             0.00089102
                     22,                 2.4442,                 2.4061,                 2.6552,                 0.0115,                 0.1622,                0.02234,                0.00803,                 3.6194,                 4.4389,                  3.961,             0.00089102,             0.00089102,             0.00089102
                     23,                 2.4125,                 2.3484,                 2.5821,                0.01414,                 0.2556,                0.03354,                0.01291,                 3.4993,                 4.2935,                 3.8689,             0.00088002,             0.00088002,             0.00088002
                     24,                 2.4561,                 2.3596,                 2.6075,                0.06774,                0.23282,                0.04822,                0.01954,                 3.3985,                 4.1582,                 3.7654,             0.00086902,             0.00086902,             0.00086902
                     25,                 2.3541,                 2.2781,                 2.5563,                0.13225,                 0.0679,                0.06842,                0.03049,                 3.1207,                 3.7503,                 3.4872,             0.00085803,             0.00085803,             0.00085803
                     26,                 2.3598,                 2.1867,                 2.4688,                0.15872,                0.11073,                0.08979,                 0.0427,                 2.7693,                 3.2841,                 3.1618,             0.00084703,             0.00084703,             0.00084703
                     27,                 2.3192,                 2.1463,                 2.3713,                0.17661,                0.14584,                0.10936,                0.04695,                 2.6347,                 3.0159,                 2.9974,             0.00083603,             0.00083603,             0.00083603
                     28,                 2.2667,                 2.0913,                  2.344,                0.25772,                0.22415,                 0.1562,                0.07766,                 2.2616,                 2.6286,                 2.6708,             0.00082503,             0.00082503,             0.00082503
                     29,                 2.1932,                 2.0853,                  2.344,                0.19865,                0.25149,                 0.1494,                 0.0737,                 2.1819,                 2.5005,                 2.5618,             0.00081403,             0.00081403,             0.00081403
                     30,                 2.0893,                 1.9655,                 2.1972,                0.24016,                 0.3191,                0.20224,                0.10242,                 2.0793,                 2.3824,                 2.4463,             0.00080303,             0.00080303,             0.00080303
                     31,                 2.0634,                 1.9654,                  2.203,                0.26928,                0.35421,                0.27078,                0.13326,                 2.0275,                 2.1729,                 2.3568,             0.00079203,             0.00079203,             0.00079203
                     32,                 2.0808,                 1.9317,                 2.1744,                0.28162,                0.34844,                0.27915,                0.13108,                 1.9771,                 2.0935,                 2.2506,             0.00078103,             0.00078103,             0.00078103
                     33,                 2.0194,                 1.8792,                 2.1304,                0.38982,                0.35438,                 0.3235,                0.16109,                 1.8521,                 2.0864,                 2.1888,             0.00077003,             0.00077003,             0.00077003
                     34,                 2.0195,                 1.8491,                 2.0753,                0.47233,                0.35187,                0.37545,                0.19522,                 1.8134,                 2.0333,                 2.1716,             0.00075904,             0.00075904,             0.00075904
                     35,                 2.0031,                 1.7987,                 2.0498,                0.56784,                0.37711,                0.39902,                0.21104,                 1.8452,                  1.978,                 2.1692,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.9237,                 1.7629,                 2.0498,                0.42028,                0.41835,                0.39127,                0.20865,                 1.7546,                 1.8869,                  2.102,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.8737,                 1.7426,                 2.0087,                0.38453,                0.39345,                0.37244,                0.19926,                 1.7075,                 1.8889,                 2.0604,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.8831,                 1.7413,                 1.9779,                0.40496,                0.45255,                0.42208,                0.22761,                 1.6588,                 1.7873,                 1.9791,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.8828,                 1.6753,                  1.938,                0.45044,                0.49013,                 0.4665,                0.24322,                 1.7549,                 1.7092,                 1.9783,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.8419,                 1.6581,                 1.9097,                0.46361,                0.53029,                0.48536,                0.30617,                 1.5541,                 1.6027,                 1.8688,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.8273,                 1.7006,                   1.91,                0.52612,                0.52846,                0.50755,                0.31533,                 1.5534,                 1.6063,                 1.8592,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.8433,                 1.6777,                 1.8869,                0.48316,                0.47534,                  0.471,                0.29215,                 1.5631,                 1.6985,                 1.8581,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.7884,                  1.672,                 1.8831,                0.49514,                0.44665,                0.45345,                0.29155,                 1.5188,                 1.7249,                 1.8323,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.7339,                 1.5718,                 1.7941,                0.47879,                 0.6388,                0.54368,                0.36297,                 1.4258,                  1.478,                 1.7299,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.7375,                 1.5811,                 1.8311,                0.50932,                0.56087,                0.56673,                0.37587,                 1.4369,                 1.4466,                 1.7299,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.6979,                 1.5416,                 1.7877,                0.44601,                0.57968,                0.57068,                0.38362,                  1.434,                 1.4635,                  1.729,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.6573,                 1.5068,                 1.7909,                0.55618,                0.45383,                0.57448,                 0.3934,                 1.3564,                   1.49,                  1.696,             0.00061605,             0.00061605,             0.00061605
                     48,                  1.681,                 1.5299,                 1.7544,                0.57748,                0.49477,                0.59405,                0.40058,                 1.3558,                 1.5387,                 1.6855,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.6613,                 1.5128,                 1.7486,                0.59369,                0.55433,                0.62416,                0.41844,                 1.3406,                 1.4441,                 1.6566,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.6237,                 1.4545,                 1.7168,                0.60641,                0.63217,                 0.6477,                0.44821,                 1.3027,                   1.35,                 1.6205,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.5594,                 1.4261,                 1.6805,                0.63772,                0.62708,                0.64177,                0.44358,                 1.2879,                 1.3071,                 1.6018,             0.00057205,             0.00057205,             0.00057205
                     52,                  1.583,                 1.4397,                 1.7338,                0.55298,                  0.595,                0.63415,                0.44818,                 1.2596,                 1.3457,                 1.5954,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.5307,                 1.3834,                 1.6807,                0.60153,                 0.5429,                0.63407,                0.44657,                 1.2573,                 1.3764,                 1.5837,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.5207,                  1.416,                 1.6499,                0.60152,                0.56668,                0.65141,                 0.4568,                 1.2196,                 1.3967,                 1.5684,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.5444,                 1.4477,                  1.694,                0.62118,                0.61033,                0.67936,                0.46282,                 1.2345,                 1.4108,                 1.5755,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.5335,                 1.4334,                 1.6823,                0.64588,                0.64883,                0.68284,                0.48772,                 1.2022,                 1.3544,                 1.5521,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.5494,                 1.3753,                 1.6878,                0.63763,                0.68316,                0.67646,                0.47678,                 1.2447,                 1.3134,                 1.5567,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.5712,                 1.3769,                 1.6332,                0.62475,                0.65119,                0.66679,                0.46101,                 1.2355,                 1.2712,                 1.5429,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.5074,                 1.3423,                 1.6145,                0.58666,                0.64403,                0.66242,                 0.4396,                 1.2113,                 1.2478,                 1.5248,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.4928,                 1.3399,                 1.5944,                0.60531,                 0.6742,                0.71021,                0.48817,                 1.1663,                 1.2099,                 1.4888,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.4414,                 1.3653,                 1.6327,                0.61758,                0.69197,                0.72905,                0.52853,                  1.156,                 1.2144,                  1.477,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.5104,                 1.3109,                 1.5852,                0.65011,                0.67476,                0.73064,                0.52349,                 1.1622,                 1.2222,                 1.4776,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.4743,                 1.3031,                 1.5562,                 0.6836,                0.67435,                0.72881,                0.51646,                 1.1463,                   1.23,                 1.4639,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.4686,                 1.3392,                 1.5943,                0.72245,                0.64133,                0.72289,                0.47771,                 1.2986,                 1.2331,                 1.5204,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.4385,                 1.3026,                 1.5582,                0.67999,                0.66869,                0.73086,                0.49892,                 1.2339,                 1.2082,                 1.4891,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.4277,                 1.3019,                 1.5737,                0.63635,                0.68705,                 0.7325,                0.53032,                 1.1221,                 1.1798,                  1.439,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.4602,                 1.3018,                 1.5642,                0.63361,                0.70982,                0.73232,                0.52532,                 1.1249,                 1.1764,                 1.4357,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.4035,                 1.2692,                 1.5407,                0.64231,                 0.7093,                0.73221,                0.51769,                 1.0859,                 1.1975,                 1.4193,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.3962,                 1.2671,                 1.5377,                0.63218,                0.72843,                0.73355,                0.50983,                 1.1417,                 1.2023,                 1.4417,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.3476,                 1.2479,                 1.5055,                0.61267,                0.73082,                0.73793,                0.51115,                 1.1671,                 1.1886,                 1.4497,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.4172,                 1.2663,                 1.5699,                 0.6306,                 0.7346,                0.73953,                0.53178,                 1.1003,                 1.1588,                 1.4224,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.3256,                 1.2305,                 1.5052,                0.61779,                0.73905,                0.73965,                0.55661,                 1.0666,                 1.1437,                  1.384,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.4137,                 1.2543,                 1.5365,                0.63807,                0.69113,                0.73977,                0.53907,                 1.1123,                 1.1468,                 1.3943,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.3393,                 1.2202,                 1.4971,                0.72012,                0.68842,                 0.7428,                0.54734,                 1.0674,                 1.1432,                 1.3703,             0.00031908,             0.00031908,             0.00031908
                     75,                  1.319,                  1.202,                 1.4609,                0.71965,                0.69151,                0.74481,                 0.5571,                 1.0157,                 1.1511,                  1.343,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.3558,                 1.2534,                 1.4984,                0.69643,                0.69567,                0.74616,                0.54915,                 1.0757,                 1.1649,                 1.3622,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.3729,                 1.2271,                  1.518,                0.65636,                0.71578,                0.74744,                0.56341,                 1.0382,                  1.146,                 1.3402,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.2916,                 1.1703,                 1.4649,                0.63094,                 0.7356,                0.74703,                0.57258,                 1.0128,                 1.1342,                 1.3261,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.3195,                  1.204,                 1.4731,                0.62914,                0.77425,                0.74659,                0.56405,                 1.0228,                 1.1318,                  1.332,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.3144,                 1.2011,                 1.4659,                 0.6083,                0.77987,                 0.7472,                0.56651,                  0.996,                 1.1062,                 1.3218,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.3135,                 1.1916,                 1.4691,                0.60202,                0.77533,                0.74791,                0.57237,                0.96638,                 1.0895,                 1.3141,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.2982,                 1.1982,                 1.4454,                 0.5989,                0.78226,                0.74757,                0.55595,                 1.0077,                 1.0859,                  1.334,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.2955,                 1.1615,                 1.4286,                0.60884,                0.78422,                0.74766,                0.52809,                 1.1276,                 1.1025,                 1.3853,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.4108,                 1.2252,                 1.5523,                0.63251,                0.80039,                0.75654,                0.53642,                 1.1291,                 1.1023,                 1.3813,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.3439,                 1.1951,                 1.4633,                0.62896,                0.78136,                0.75854,                0.56156,                 1.0249,                 1.0847,                 1.3288,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.3199,                  1.192,                 1.4256,                0.63014,                0.78398,                0.75852,                0.57885,                0.96493,                 1.0794,                 1.2929,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.3548,                 1.2167,                 1.4755,                0.62147,                0.79018,                0.75593,                0.57462,                0.98662,                 1.0926,                 1.2967,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.2679,                 1.1593,                 1.4211,                0.63058,                0.77802,                0.75377,                0.57039,                 1.0012,                 1.1044,                 1.3041,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.3104,                 1.1407,                 1.4049,                0.65176,                0.74645,                0.75435,                0.57111,                0.98403,                 1.1026,                 1.3005,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.2949,                 1.1665,                 1.4369,                0.64281,                0.74837,                0.75254,                0.56911,                0.98232,                 1.0976,                    1.3,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.2098,                  1.361,                 1.4254,                0.65631,                0.73106,                 0.7536,                0.57213,                0.99273,                 1.1051,                 1.3008,              0.0001321,              0.0001321,              0.0001321
                     92,                 1.1756,                  1.301,                 1.3912,                 0.7478,                0.69202,                0.75492,                0.57449,                0.99804,                 1.1347,                 1.2959,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.1513,                 1.2683,                  1.352,                0.69716,                0.69019,                 0.7522,                 0.5737,                 0.9839,                 1.1558,                 1.2866,              0.0001101,              0.0001101,              0.0001101
                     94,                 1.1283,                 1.2195,                 1.3651,                0.65631,                0.72134,                0.75197,                0.57742,                 0.9729,                 1.1768,                 1.2792,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                 1.1252,                 1.2195,                 1.3474,                0.65038,                0.71906,                0.75062,                0.57846,                0.96834,                 1.1897,                 1.2725,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                 1.0911,                 1.2114,                 1.3244,                0.63776,                0.74397,                0.75167,                0.58186,                0.96787,                 1.1822,                  1.264,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.0741,                 1.1881,                 1.3379,                0.64046,                0.75562,                0.75331,                0.57977,                0.97632,                 1.1582,                 1.2648,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.0981,                 1.1917,                 1.3247,                 0.6445,                0.77183,                  0.755,                0.57741,                0.98358,                 1.1336,                 1.2661,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.1011,                  1.168,                 1.3262,                0.64657,                0.78685,                0.75625,                0.57845,                0.98175,                  1.114,                 1.2642,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 1.1164,                 1.1808,                  1.323,                0.64316,                0.80551,                0.75725,                0.58115,                0.96898,                 1.0833,                 1.2556,             3.3108e-05,             3.3108e-05,             3.3108e-05
