                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     33,                 1.2723,                0.88123,                 1.4583,                0.73063,                      1,                0.82858,                0.50659,                  1.235,                 1.1735,                 1.6995,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.3682,                0.95341,                 1.4975,                0.92404,                      1,                   0.97,                0.67367,                 1.1589,                 1.0828,                 1.5653,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.2352,                0.91771,                 1.4577,                0.92435,                      1,                 0.9575,                0.65354,                 1.1687,                 1.0233,                 1.5859,              0.0013466,              0.0013466,              0.0013466
                     36,                  1.269,                0.85286,                 1.3904,                0.93633,                0.98121,                0.96625,                0.72734,                 1.0973,                 0.9365,                 1.6063,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.3736,                0.88412,                 1.5257,                0.91749,                0.93333,                0.96994,                0.64495,                 1.1872,                0.99082,                 1.5779,               0.001307,               0.001307,               0.001307
                     38,                 1.2933,                0.84697,                 1.4828,                0.92908,                      1,                0.95375,                0.74703,                  0.965,                0.81664,                 1.4717,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.2775,                0.86731,                 1.4519,                0.92505,                      1,                0.94937,                0.68284,                 1.0172,                0.89486,                 1.5232,              0.0012674,              0.0012674,              0.0012674
                     40,                 1.2558,                0.82641,                 1.4557,                0.93508,                      1,                0.96625,                0.70862,                0.93269,                0.86282,                 1.5017,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.1824,                0.83219,                 1.4412,                0.93318,                      1,                0.98688,                0.76998,                0.97717,                0.86884,                 1.4707,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.2762,                   0.86,                 1.4326,                0.91474,                      1,                0.99125,                 0.7738,                0.96498,                0.84968,                 1.5037,               0.001208,               0.001208,               0.001208
                     43,                  1.146,                0.79321,                 1.3449,                 0.9075,                      1,                0.99125,                0.76189,                0.99076,                0.82398,                 1.4894,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.1315,                0.74315,                 1.3607,                0.95078,                0.93333,                0.98794,                0.75993,                0.94672,                0.85696,                 1.4262,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.1305,                0.74597,                 1.3481,                0.92092,                      1,                0.98688,                0.77897,                0.91419,                0.74348,                 1.4223,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.1087,                0.75696,                 1.3532,                0.92879,                      1,                0.99125,                0.70289,                  1.021,                0.82092,                 1.4647,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.0857,                0.71627,                  1.326,                0.93746,                0.99931,                0.99125,                 0.8228,                0.82066,                0.68807,                 1.3729,               0.001109,               0.001109,               0.001109
                     48,                 1.0855,                 0.7177,                  1.325,                0.92948,                      1,                0.99125,                0.81242,                0.82411,                0.73701,                 1.3547,              0.0010892,              0.0010892,              0.0010892
                     49,                   1.02,                0.72037,                 1.3277,                0.97243,                      1,                  0.995,                0.80765,                0.85574,                0.71097,                 1.3945,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.0821,                0.71225,                  1.329,                0.92035,                      1,                0.99125,                0.81426,                0.78262,                 0.6588,                 1.3659,              0.0010496,              0.0010496,              0.0010496
                     51,                  1.068,                 0.7131,                 1.3048,                0.93783,                      1,                  0.995,                0.82044,                0.85575,                0.72785,                 1.3291,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.1235,                  0.729,                 1.3578,                0.92488,                      1,                0.98688,                0.80522,                0.85562,                0.68694,                 1.3161,                0.00101,                0.00101,                0.00101
                     53,                 1.1069,                0.73325,                   1.34,                      1,                0.98235,                  0.995,                0.79388,                0.76482,                0.72848,                 1.3422,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.0643,                0.68723,                 1.3008,                0.97655,                      1,                  0.995,                0.80982,                0.82826,                0.68558,                  1.319,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.0643,                0.70514,                 1.3028,                0.93657,                0.98514,                0.99125,                0.79273,                0.76996,                0.74407,                 1.3134,              0.0009506,              0.0009506,              0.0009506
                     56,                  1.043,                0.67874,                  1.265,                      1,                0.99972,                  0.995,                0.83423,                0.78227,                0.66898,                 1.3308,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.0591,                0.70968,                 1.3259,                0.99244,                      1,                  0.995,                0.72455,                0.96867,                0.72706,                 1.3373,               0.000911,               0.000911,               0.000911
                     58,                 1.0723,                0.66527,                  1.247,                0.97565,                      1,                  0.995,                 0.8187,                 0.7698,                0.62832,                 1.2698,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.0356,                0.66333,                 1.2738,                0.98042,                      1,                  0.995,                0.78249,                0.82787,                0.75405,                 1.2707,              0.0008714,              0.0008714,              0.0008714
                     60,                  1.021,                0.64513,                 1.2426,                0.96406,                      1,                  0.995,                0.83075,                0.75395,                0.65114,                 1.2767,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.0011,                0.63394,                 1.2588,                0.95147,                      1,                  0.995,                0.79598,                0.83321,                0.61351,                 1.2671,              0.0008318,              0.0008318,              0.0008318
                     62,                0.95745,                0.61026,                 1.2255,                0.99387,                      1,                  0.995,                0.87383,                0.70133,                0.59564,                 1.2085,               0.000812,               0.000812,               0.000812
                     63,                0.93125,                0.59944,                 1.1935,                      1,                0.99555,                  0.995,                0.81263,                0.73378,                0.60682,                 1.2681,              0.0007922,              0.0007922,              0.0007922
                     64,                 0.9972,                0.63397,                 1.2366,                0.96834,                      1,                  0.995,                0.85794,                0.71531,                0.60209,                 1.2289,              0.0007724,              0.0007724,              0.0007724
                     65,                0.91011,                0.61505,                 1.2334,                0.92378,                      1,                0.99125,                0.79712,                0.80187,                0.58755,                 1.2677,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.0118,                0.63145,                 1.2413,                      1,                0.97696,                  0.995,                0.79453,                 0.7261,                0.54815,                 1.2064,              0.0007328,              0.0007328,              0.0007328
                     67,                0.95571,                0.59579,                 1.2205,                0.98167,                      1,                  0.995,                0.76253,                0.79531,                0.58978,                 1.2313,               0.000713,               0.000713,               0.000713
                     68,                0.98912,                0.59681,                 1.2177,                0.97986,                0.93333,                0.99125,                0.82061,                0.73744,                0.58105,                 1.1849,              0.0006932,              0.0006932,              0.0006932
                     69,                0.94385,                0.62796,                 1.2276,                      1,                 0.9706,                  0.995,                0.82801,                0.68922,                0.57739,                 1.1845,              0.0006734,              0.0006734,              0.0006734
                     70,                0.90776,                0.62004,                 1.1981,                      1,                0.98492,                  0.995,                0.84158,                0.65173,                 0.5676,                 1.1737,              0.0006536,              0.0006536,              0.0006536
                     71,                0.91514,                 0.5778,                 1.1975,                      1,                0.99678,                  0.995,                0.84534,                0.68052,                0.54681,                 1.1634,              0.0006338,              0.0006338,              0.0006338
                     72,                0.87672,                 0.5734,                   1.17,                  0.981,                      1,                  0.995,                0.87747,                0.61452,                 0.5252,                 1.1577,               0.000614,               0.000614,               0.000614
                     73,                0.87848,                0.55306,                 1.1613,                0.95735,                      1,                  0.995,                0.82307,                0.68955,                0.57931,                 1.1816,              0.0005942,              0.0005942,              0.0005942
                     74,                0.90161,                0.58055,                 1.1626,                0.93895,                0.93333,                0.99125,                0.83087,                0.62984,                0.50766,                 1.1789,              0.0005744,              0.0005744,              0.0005744
                     75,                0.92395,                0.55587,                 1.1472,                      1,                0.99788,                  0.995,                 0.8666,                0.60528,                 0.5218,                 1.1531,              0.0005546,              0.0005546,              0.0005546
                     76,                0.92371,                0.57113,                 1.1835,                0.97733,                      1,                  0.995,                0.87597,                0.59902,                0.54149,                 1.1407,              0.0005348,              0.0005348,              0.0005348
                     77,                0.86613,                0.54704,                 1.1465,                0.92957,                      1,                  0.995,                  0.809,                0.74155,                0.52591,                 1.1637,               0.000515,               0.000515,               0.000515
                     78,                0.86156,                0.55107,                 1.1396,                0.95906,                      1,                  0.995,                0.85747,                0.60774,                 0.5109,                 1.1341,              0.0004952,              0.0004952,              0.0004952
                     79,                0.84867,                0.58704,                 1.1495,                0.99146,                      1,                  0.995,                0.80841,                0.67267,                0.58367,                 1.1662,              0.0004754,              0.0004754,              0.0004754
                     80,                0.89145,                0.59247,                 1.1762,                0.98714,                      1,                  0.995,                0.83853,                0.68505,                0.50169,                 1.1268,              0.0004556,              0.0004556,              0.0004556
                     81,                0.86954,                0.55787,                 1.1748,                0.99003,                      1,                  0.995,                0.87556,                0.61888,                0.48528,                 1.1195,              0.0004358,              0.0004358,              0.0004358
                     82,                0.82645,                0.54776,                 1.1266,                0.98336,                      1,                  0.995,                0.86876,                0.66684,                0.48759,                 1.1495,               0.000416,               0.000416,               0.000416
                     83,                0.83464,                0.54922,                 1.1165,                0.96437,                      1,                  0.995,                0.85007,                0.59837,                0.52243,                 1.1377,              0.0003962,              0.0003962,              0.0003962
                     84,                0.85349,                0.56046,                 1.1462,                0.99693,                      1,                  0.995,                 0.8441,                0.70772,                0.49193,                 1.1516,              0.0003764,              0.0003764,              0.0003764
                     85,                0.82866,                 0.5266,                 1.1256,                      1,                0.99925,                  0.995,                0.86283,                 0.6313,                0.50365,                 1.1182,              0.0003566,              0.0003566,              0.0003566
                     86,                0.84546,                0.54662,                 1.1343,                      1,                0.99266,                  0.995,                0.88271,                0.61772,                0.48788,                 1.1248,              0.0003368,              0.0003368,              0.0003368
                     87,                 0.8815,                 0.5309,                 1.1387,                      1,                0.98849,                  0.995,                0.85548,                0.64784,                0.47366,                 1.1132,               0.000317,               0.000317,               0.000317
                     88,                 0.8579,                0.52546,                 1.1033,                0.99794,                      1,                  0.995,                 0.8572,                0.63538,                0.46932,                  1.091,              0.0002972,              0.0002972,              0.0002972
                     89,                0.86644,                0.54959,                 1.1517,                0.98699,                      1,                  0.995,                0.88539,                0.61314,                0.49233,                 1.1073,              0.0002774,              0.0002774,              0.0002774
                     90,                0.82766,                 0.5158,                 1.1226,                0.98871,                      1,                  0.995,                0.86355,                0.59654,                0.45582,                 1.0917,              0.0002576,              0.0002576,              0.0002576
                     91,                0.79786,                0.51637,                 1.1973,                0.98857,                      1,                  0.995,                 0.8386,                0.66308,                0.49529,                  1.112,              0.0002378,              0.0002378,              0.0002378
                     92,                0.77509,                0.52734,                 1.1617,                0.95086,                      1,                  0.995,                0.84137,                0.63919,                0.46412,                 1.1099,               0.000218,               0.000218,               0.000218
                     93,                0.75561,                0.49717,                 1.1721,                0.97283,                      1,                  0.995,                0.85394,                0.63812,                0.48587,                 1.0867,              0.0001982,              0.0001982,              0.0001982
                     94,                0.70827,                0.48971,                 1.1589,                0.96889,                      1,                  0.995,                0.87958,                0.61865,                0.47683,                 1.0878,              0.0001784,              0.0001784,              0.0001784
                     95,                0.74018,                0.49736,                 1.1364,                0.96606,                      1,                  0.995,                0.87945,                0.57763,                0.46968,                 1.0882,              0.0001586,              0.0001586,              0.0001586
                     96,                0.75572,                0.49336,                 1.1835,                0.96357,                      1,                  0.995,                0.87138,                0.58326,                 0.4424,                 1.0762,              0.0001388,              0.0001388,              0.0001388
                     97,                0.72712,                0.48454,                 1.1545,                 0.9665,                      1,                  0.995,                0.86964,                0.58319,                0.43327,                 1.0715,               0.000119,               0.000119,               0.000119
                     98,                0.72852,                0.48765,                 1.1439,                0.97981,                      1,                  0.995,                0.85401,                0.60483,                0.43223,                 1.0722,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.71345,                0.50264,                 1.1667,                0.98026,                      1,                  0.995,                0.85796,                0.60241,                0.44154,                 1.0742,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.73943,                0.49572,                 1.1115,                0.97395,                      1,                  0.995,                0.86182,                0.59257,                0.44325,                  1.066,               5.96e-05,               5.96e-05,               5.96e-05
