                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 4.1034,                  9.622,                 4.6099,                      0,                      0,                      0,                      0,                 5.5124,                 7.7139,                 4.1619,             0.00018433,             0.00018433,             0.00018433
                     19,                 4.0484,                 8.8615,                 4.0219,                      0,                      0,                      0,                      0,                 5.5147,                 7.7243,                 4.1631,             0.00019489,             0.00019489,             0.00019489
                     20,                 4.4844,                 7.1992,                 3.9345,                      0,                      0,                      0,                      0,                 5.5147,                 7.7243,                 4.1631,             0.00020542,             0.00020542,             0.00020542
                     21,                 3.9399,                 4.7088,                 4.1244,                      0,                      0,                      0,                      0,                 5.5172,                 7.7357,                 4.1646,             0.00021591,             0.00021591,             0.00021591
                     22,                 4.5134,                 5.8054,                 4.8202,                      0,                      0,                      0,                      0,                 5.5172,                 7.7357,                 4.1646,             0.00022638,             0.00022638,             0.00022638
                     23,                 3.9308,                 9.8483,                 4.0049,                      0,                      0,                      0,                      0,                 5.5199,                 7.7471,                 4.1663,             0.00023682,             0.00023682,             0.00023682
                     24,                 3.1081,                 4.9572,                  4.286,                      0,                      0,                      0,                      0,                 5.5199,                 7.7471,                 4.1663,             0.00024722,             0.00024722,             0.00024722
                     25,                 3.8569,                 6.1328,                 4.5347,                      0,                      0,                      0,                      0,                 5.5227,                 7.7576,                 4.1681,             0.00025759,             0.00025759,             0.00025759
                     26,                 4.0421,                 7.1327,                 4.4531,                      0,                      0,                      0,                      0,                 5.5227,                 7.7576,                 4.1681,             0.00026793,             0.00026793,             0.00026793
                     27,                 3.4133,                 4.5777,                 4.2135,                      0,                      0,                      0,                      0,                 5.5257,                 7.7682,                   4.17,             0.00027824,             0.00027824,             0.00027824
                     28,                 4.3715,                 8.6165,                  5.021,                      0,                      0,                      0,                      0,                 5.5257,                 7.7682,                   4.17,             0.00028852,             0.00028852,             0.00028852
                     29,                 4.1326,                 5.3133,                  4.499,                      0,                      0,                      0,                      0,                 5.5286,                 7.7768,                 4.1719,             0.00029876,             0.00029876,             0.00029876
                     30,                 3.4379,                 4.4212,                 4.1327,                      0,                      0,                      0,                      0,                 5.5286,                 7.7768,                 4.1719,             0.00030898,             0.00030898,             0.00030898
                     31,                 2.8439,                 5.0023,                 4.2381,                      0,                      0,                      0,                      0,                 5.5318,                 7.7854,                 4.1742,             0.00031916,             0.00031916,             0.00031916
                     32,                 3.8669,                 4.6106,                 4.3428,                      0,                      0,                      0,                      0,                 5.5318,                 7.7854,                 4.1742,             0.00032931,             0.00032931,             0.00032931
                     33,                 3.2273,                 12.586,                 4.4793,                      0,                      0,                      0,                      0,                  5.535,                  7.791,                 4.1765,             0.00033943,             0.00033943,             0.00033943
                     34,                 3.9116,                 5.1693,                 3.7554,                      0,                      0,                      0,                      0,                  5.535,                  7.791,                 4.1765,             0.00034952,             0.00034952,             0.00034952
                     35,                 3.0661,                 5.3698,                 4.2377,                      0,                      0,                      0,                      0,                 5.5383,                 7.7951,                 4.1791,             0.00035958,             0.00035958,             0.00035958
                     36,                 4.3375,                 4.8259,                 3.9601,                      0,                      0,                      0,                      0,                 5.5383,                 7.7951,                 4.1791,              0.0003696,              0.0003696,              0.0003696
                     37,                 3.9947,                 6.2299,                 4.3046,                      0,                      0,                      0,                      0,                 5.5417,                 7.7965,                 4.1819,              0.0003796,              0.0003796,              0.0003796
                     38,                 3.9037,                 4.4925,                 3.5397,                      0,                      0,                      0,                      0,                 5.5417,                 7.7965,                 4.1819,             0.00038956,             0.00038956,             0.00038956
                     39,                 4.4543,                 5.5759,                 3.7615,                      0,                      0,                      0,                      0,                 5.5453,                 7.7943,                 4.1849,             0.00039949,             0.00039949,             0.00039949
                     40,                 4.0456,                 5.5712,                  4.496,                      0,                      0,                      0,                      0,                 5.5453,                 7.7943,                 4.1849,             0.00040939,             0.00040939,             0.00040939
                     41,                 3.6098,                 5.3324,                  4.506,                      0,                      0,                      0,                      0,                 5.5489,                 7.7862,                  4.188,             0.00041926,             0.00041926,             0.00041926
                     42,                 5.0051,                 4.8843,                 3.7972,                      0,                      0,                      0,                      0,                 5.5489,                 7.7862,                  4.188,              0.0004291,              0.0004291,              0.0004291
                     43,                 3.8091,                 5.4937,                 3.9781,                      0,                      0,                      0,                      0,                 5.5533,                  7.776,                 4.1919,              0.0004389,              0.0004389,              0.0004389
                     44,                 3.7901,                 6.7858,                 4.0932,                      0,                      0,                      0,                      0,                 5.5533,                  7.776,                 4.1919,             0.00044868,             0.00044868,             0.00044868
                     45,                 3.7386,                 6.4676,                 3.9041,                      0,                      0,                      0,                      0,                 5.5572,                 7.7606,                 4.1945,             0.00045842,             0.00045842,             0.00045842
                     46,                 3.5287,                  4.654,                 3.7297,                      0,                      0,                      0,                      0,                 5.5572,                 7.7606,                 4.1945,             0.00046813,             0.00046813,             0.00046813
                     47,                 3.5895,                 5.4341,                 3.7904,                      0,                      0,                      0,                      0,                 5.5622,                 7.7409,                  4.199,             0.00047781,             0.00047781,             0.00047781
                     48,                 3.2021,                 5.8039,                 4.0918,                      0,                      0,                      0,                      0,                 5.5622,                 7.7409,                  4.199,             0.00048746,             0.00048746,             0.00048746
                     49,                 4.1094,                 4.1072,                  3.457,                      0,                      0,                      0,                      0,                 5.5673,                 7.7215,                 4.2066,             0.00049708,             0.00049708,             0.00049708
                     50,                 4.0934,                 4.5149,                  3.864,                      0,                      0,                      0,                      0,                 5.5673,                 7.7215,                 4.2066,             0.00050666,             0.00050666,             0.00050666
                     51,                 3.9086,                  6.456,                 3.9737,                      0,                      0,                      0,                      0,                 5.5721,                 7.6958,                 4.2116,             0.00051622,             0.00051622,             0.00051622
                     52,                 3.3708,                 7.6269,                 3.8219,                      0,                      0,                      0,                      0,                 5.5721,                 7.6958,                 4.2116,             0.00052574,             0.00052574,             0.00052574
                     53,                 3.8486,                 5.9683,                 3.9435,                      0,                      0,                      0,                      0,                 5.5721,                 7.6958,                 4.2116,             0.00053523,             0.00053523,             0.00053523
                     54,                 4.2485,                 4.0365,                 3.4858,                      0,                      0,                      0,                      0,                 5.5785,                  7.665,                 4.2181,             0.00054469,             0.00054469,             0.00054469
                     55,                 4.0654,                 5.9672,                 3.8428,                      0,                      0,                      0,                      0,                 5.5785,                  7.665,                 4.2181,             0.00055412,             0.00055412,             0.00055412
                     56,                 3.0729,                 5.2485,                 3.9836,                      0,                      0,                      0,                      0,                 5.5785,                  7.665,                 4.2181,             0.00056352,             0.00056352,             0.00056352
                     57,                 3.7322,                 4.7245,                 3.4572,                      0,                      0,                      0,                      0,                 5.5845,                 7.6216,                 4.2246,             0.00057288,             0.00057288,             0.00057288
                     58,                  3.034,                 4.5133,                 3.6277,                      0,                      0,                      0,                      0,                 5.5845,                 7.6216,                 4.2246,             0.00058222,             0.00058222,             0.00058222
                     59,                 3.4083,                 4.0167,                 3.6257,                      0,                      0,                      0,                      0,                 5.5845,                 7.6216,                 4.2246,             0.00059152,             0.00059152,             0.00059152
                     60,                 2.8911,                 3.7621,                 3.4482,                      0,                      0,                      0,                      0,                 5.5904,                 7.5692,                 4.2315,             0.00060079,             0.00060079,             0.00060079
                     61,                 4.2762,                 5.0453,                 3.4851,                      0,                      0,                      0,                      0,                 5.5904,                 7.5692,                 4.2315,             0.00061003,             0.00061003,             0.00061003
                     62,                 4.0153,                 5.8324,                 3.9531,                      0,                      0,                      0,                      0,                 5.5904,                 7.5692,                 4.2315,             0.00061924,             0.00061924,             0.00061924
                     63,                 2.7271,                  5.705,                 3.3635,                      0,                      0,                      0,                      0,                 5.5958,                 7.5302,                 4.2386,             0.00062842,             0.00062842,             0.00062842
                     64,                 3.5752,                 4.5759,                 3.7972,                      0,                      0,                      0,                      0,                 5.5958,                 7.5302,                 4.2386,             0.00063757,             0.00063757,             0.00063757
                     65,                 3.0157,                 3.7506,                 3.5148,                      0,                      0,                      0,                      0,                 5.5958,                 7.5302,                 4.2386,             0.00064668,             0.00064668,             0.00064668
                     66,                 2.5301,                 4.3339,                  3.254,                      0,                      0,                      0,                      0,                 5.5987,                 7.4858,                 4.2438,             0.00065576,             0.00065576,             0.00065576
                     67,                 3.3332,                  3.837,                 3.5626,                      0,                      0,                      0,                      0,                 5.5987,                 7.4858,                 4.2438,             0.00066482,             0.00066482,             0.00066482
                     68,                 3.3161,                  3.883,                 3.3502,                      0,                      0,                      0,                      0,                 5.5987,                 7.4858,                 4.2438,             0.00067384,             0.00067384,             0.00067384
                     69,                 3.5629,                 5.8597,                 3.5144,                      0,                      0,                      0,                      0,                 5.6002,                 7.4372,                 4.2489,             0.00068282,             0.00068282,             0.00068282
                     70,                 3.7981,                 6.4237,                 3.8512,                      0,                      0,                      0,                      0,                 5.6002,                 7.4372,                 4.2489,             0.00069178,             0.00069178,             0.00069178
                     71,                 3.1531,                 3.6102,                 3.8545,                      0,                      0,                      0,                      0,                 5.6002,                 7.4372,                 4.2489,             0.00070071,             0.00070071,             0.00070071
                     72,                 3.2485,                 4.9333,                 3.4039,                      0,                      0,                      0,                      0,                 5.6008,                 7.4077,                 4.2513,              0.0007096,              0.0007096,              0.0007096
                     73,                 4.0779,                 6.0632,                 4.1821,                      0,                      0,                      0,                      0,                 5.6008,                 7.4077,                 4.2513,             0.00071847,             0.00071847,             0.00071847
                     74,                  3.998,                 4.3372,                 3.3452,                      0,                      0,                      0,                      0,                 5.6008,                 7.4077,                 4.2513,              0.0007273,              0.0007273,              0.0007273
                     75,                 3.1451,                 5.6754,                 3.9769,                      0,                      0,                      0,                      0,                 5.6041,                 7.3826,                 4.2574,              0.0007361,              0.0007361,              0.0007361
                     76,                 3.6578,                 4.0986,                 3.8341,                      0,                      0,                      0,                      0,                 5.6041,                 7.3826,                 4.2574,             0.00074487,             0.00074487,             0.00074487
                     77,                 4.1132,                 4.1902,                 3.3864,                      0,                      0,                      0,                      0,                 5.6041,                 7.3826,                 4.2574,              0.0007536,              0.0007536,              0.0007536
                     78,                 3.3656,                 4.2438,                 4.0826,                      0,                      0,                      0,                      0,                 5.6092,                 7.3987,                 4.2654,             0.00076231,             0.00076231,             0.00076231
                     79,                   3.65,                 4.6849,                  3.078,                      0,                      0,                      0,                      0,                 5.6092,                 7.3987,                 4.2654,             0.00077098,             0.00077098,             0.00077098
                     80,                 3.0494,                 3.9016,                 3.0823,                      0,                      0,                      0,                      0,                 5.6092,                 7.3987,                 4.2654,             0.00077963,             0.00077963,             0.00077963
                     81,                   3.33,                 15.191,                 3.5771,                      0,                      0,                      0,                      0,                 5.6144,                 7.3861,                 4.2733,             0.00078824,             0.00078824,             0.00078824
                     82,                 4.2211,                 3.9616,                 3.0556,                      0,                      0,                      0,                      0,                 5.6144,                 7.3861,                 4.2733,             0.00079682,             0.00079682,             0.00079682
                     83,                 3.0482,                 4.1972,                 3.6588,                      0,                      0,                      0,                      0,                 5.6144,                 7.3861,                 4.2733,             0.00080537,             0.00080537,             0.00080537
                     84,                 2.5563,                  3.616,                 3.0873,                      0,                      0,                      0,                      0,                 5.6199,                 7.3129,                 4.2824,             0.00081389,             0.00081389,             0.00081389
                     85,                 3.5011,                 4.4435,                 3.5269,                      0,                      0,                      0,                      0,                 5.6199,                 7.3129,                 4.2824,             0.00082237,             0.00082237,             0.00082237
                     86,                  3.203,                 4.0664,                 3.5537,                      0,                      0,                      0,                      0,                 5.6199,                 7.3129,                 4.2824,             0.00083083,             0.00083083,             0.00083083
                     87,                  3.263,                 3.7276,                 2.8751,                      0,                      0,                      0,                      0,                 5.6199,                 7.3129,                 4.2824,             0.00083925,             0.00083925,             0.00083925
                     88,                 3.0228,                 4.2552,                 3.2777,                      0,                      0,                      0,                      0,                 5.6257,                 7.2496,                 4.2934,             0.00084764,             0.00084764,             0.00084764
                     89,                 3.3197,                 3.2543,                 3.1258,                      0,                      0,                      0,                      0,                 5.6257,                 7.2496,                 4.2934,               0.000856,               0.000856,               0.000856
                     90,                 4.1008,                 3.9382,                 3.4354,                      0,                      0,                      0,                      0,                 5.6257,                 7.2496,                 4.2934,             0.00086433,             0.00086433,             0.00086433
                     91,                 2.6808,                 11.134,                 3.0019,                      0,                      0,                      0,                      0,                 5.6257,                 7.2496,                 4.2934,             0.00087263,             0.00087263,             0.00087263
                     92,                 3.2295,                 4.1392,                 3.0217,                      0,                      0,                      0,                      0,                 5.6428,                 7.2035,                 4.3171,             0.00088089,             0.00088089,             0.00088089
                     93,                 2.7098,                 4.2885,                 3.2095,                      0,                      0,                      0,                      0,                 5.6428,                 7.2035,                 4.3171,             0.00088913,             0.00088913,             0.00088913
                     94,                 2.4652,                 3.0301,                 3.0604,                      0,                      0,                      0,                      0,                 5.6428,                 7.2035,                 4.3171,             0.00089733,             0.00089733,             0.00089733
                     95,                 3.9619,                 3.4269,                  3.201,                      0,                      0,                      0,                      0,                 5.6428,                 7.2035,                 4.3171,              0.0009055,              0.0009055,              0.0009055
                     96,                 5.0224,                 8.7811,                 3.4372,                      0,                      0,                      0,                      0,                  5.659,                 7.2371,                 4.3361,             0.00091364,             0.00091364,             0.00091364
                     97,                 3.4436,                 5.0835,                  3.533,                      0,                      0,                      0,                      0,                  5.659,                 7.2371,                 4.3361,             0.00092175,             0.00092175,             0.00092175
                     98,                  3.257,                 2.8448,                 2.7434,                      0,                      0,                      0,                      0,                  5.659,                 7.2371,                 4.3361,             0.00092983,             0.00092983,             0.00092983
                     99,                 3.7044,                  4.169,                   3.45,                      0,                      0,                      0,                      0,                  5.659,                 7.2371,                 4.3361,             0.00093788,             0.00093788,             0.00093788
                    100,                 2.6837,                 3.9644,                 3.3643,                      0,                      0,                      0,                      0,                  5.668,                 7.1801,                  4.347,             0.00094589,             0.00094589,             0.00094589
                    101,                 2.7826,                 3.2288,                 3.0168,                      0,                      0,                      0,                      0,                  5.668,                 7.1801,                  4.347,             0.00095387,             0.00095387,             0.00095387
                    102,                 3.6248,                 4.1132,                 3.0839,                      0,                      0,                      0,                      0,                  5.668,                 7.1801,                  4.347,             0.00095387,             0.00095387,             0.00095387
                    103,                 3.5172,                 3.0515,                 2.8929,                      0,                      0,                      0,                      0,                  5.668,                 7.1801,                  4.347,              0.0009523,              0.0009523,              0.0009523
                    104,                 2.9255,                 3.8539,                 3.0978,                      0,                      0,                      0,                      0,                 5.6678,                 7.0645,                 4.3569,             0.00095073,             0.00095073,             0.00095073
                    105,                 3.0566,                 3.8521,                 3.0435,                      0,                      0,                      0,                      0,                 5.6678,                 7.0645,                 4.3569,             0.00094916,             0.00094916,             0.00094916
                    106,                 3.0195,                 2.8339,                 2.9993,                      0,                      0,                      0,                      0,                 5.6678,                 7.0645,                 4.3569,             0.00094759,             0.00094759,             0.00094759
                    107,                  3.813,                 3.3831,                 3.2159,                      0,                      0,                      0,                      0,                 5.6678,                 7.0645,                 4.3569,             0.00094602,             0.00094602,             0.00094602
                    108,                  2.992,                 3.7262,                 3.3304,                      0,                      0,                      0,                      0,                  5.666,                 6.9507,                 4.3623,             0.00094445,             0.00094445,             0.00094445
                    109,                 4.2261,                 4.0951,                 3.1466,                      0,                      0,                      0,                      0,                  5.666,                 6.9507,                 4.3623,             0.00094287,             0.00094287,             0.00094287
                    110,                 3.9737,                 3.8501,                 3.1556,                      0,                      0,                      0,                      0,                  5.666,                 6.9507,                 4.3623,              0.0009413,              0.0009413,              0.0009413
                    111,                  2.837,                 3.4758,                 3.4265,                      0,                      0,                      0,                      0,                  5.666,                 6.9507,                 4.3623,             0.00093973,             0.00093973,             0.00093973
                    112,                 2.6561,                 3.0664,                 2.9494,                      0,                      0,                      0,                      0,                  5.659,                 6.8298,                 4.3611,             0.00093816,             0.00093816,             0.00093816
                    113,                 3.3545,                 3.7976,                 3.4652,                      0,                      0,                      0,                      0,                  5.659,                 6.8298,                 4.3611,             0.00093659,             0.00093659,             0.00093659
                    114,                 2.6478,                 3.2936,                 2.8341,                      0,                      0,                      0,                      0,                  5.659,                 6.8298,                 4.3611,             0.00093502,             0.00093502,             0.00093502
                    115,                 4.9929,                 4.5301,                 3.6152,                      0,                      0,                      0,                      0,                  5.659,                 6.8298,                 4.3611,             0.00093345,             0.00093345,             0.00093345
                    116,                 3.1622,                 3.0901,                  2.684,                      0,                      0,                      0,                      0,                 5.6396,                 6.7692,                 4.3438,             0.00093188,             0.00093188,             0.00093188
                    117,                 2.8119,                  2.883,                 2.9701,                      0,                      0,                      0,                      0,                 5.6396,                 6.7692,                 4.3438,              0.0009303,              0.0009303,              0.0009303
                    118,                 4.1229,                 2.5882,                 3.0262,                      0,                      0,                      0,                      0,                 5.6396,                 6.7692,                 4.3438,             0.00092873,             0.00092873,             0.00092873
                    119,                 2.9068,                 4.8806,                 2.6178,                      0,                      0,                      0,                      0,                 5.6396,                 6.7692,                 4.3438,             0.00092716,             0.00092716,             0.00092716
                    120,                 3.2538,                 2.5877,                 2.9608,                      0,                      0,                      0,                      0,                 5.6097,                    6.9,                 4.3107,             0.00092559,             0.00092559,             0.00092559
                    121,                 2.7602,                 3.3162,                 3.2099,                      0,                      0,                      0,                      0,                 5.6097,                    6.9,                 4.3107,             0.00092402,             0.00092402,             0.00092402
                    122,                 3.4384,                 3.2207,                  3.108,                      0,                      0,                      0,                      0,                 5.6097,                    6.9,                 4.3107,             0.00092245,             0.00092245,             0.00092245
                    123,                 2.6681,                 2.4761,                  2.603,                      0,                      0,                      0,                      0,                 5.6097,                    6.9,                 4.3107,             0.00092088,             0.00092088,             0.00092088
                    124,                 3.7624,                 3.1589,                 3.2331,                      0,                      0,                      0,                      0,                 5.6124,                 6.8865,                 4.3191,              0.0009193,              0.0009193,              0.0009193
                    125,                 3.7274,                 3.3549,                 3.1736,                      0,                      0,                      0,                      0,                 5.6124,                 6.8865,                 4.3191,             0.00091773,             0.00091773,             0.00091773
                    126,                 2.9356,                 3.2462,                 3.0776,                      0,                      0,                      0,                      0,                 5.6124,                 6.8865,                 4.3191,             0.00091616,             0.00091616,             0.00091616
                    127,                 2.2978,                 3.8057,                 2.6913,                      0,                      0,                      0,                      0,                 5.6124,                 6.8865,                 4.3191,             0.00091459,             0.00091459,             0.00091459
                    128,                 3.2399,                 3.8276,                  3.037,                      0,                      0,                      0,                      0,                 5.6082,                  6.771,                 4.3153,             0.00091302,             0.00091302,             0.00091302
                    129,                 2.9676,                 3.2641,                 2.9726,                      0,                      0,                      0,                      0,                 5.6082,                  6.771,                 4.3153,             0.00091145,             0.00091145,             0.00091145
                    130,                 2.6453,                 3.5075,                 2.6215,                      0,                      0,                      0,                      0,                 5.6082,                  6.771,                 4.3153,             0.00090988,             0.00090988,             0.00090988
                    131,                 3.6271,                 3.7127,                 3.4851,                      0,                      0,                      0,                      0,                 5.6082,                  6.771,                 4.3153,             0.00090831,             0.00090831,             0.00090831
                    132,                 3.9772,                 4.9098,                 4.0344,                      0,                      0,                      0,                      0,                 5.5396,                 6.5575,                 4.2329,             0.00090673,             0.00090673,             0.00090673
                    133,                  3.444,                 4.8177,                 3.8518,                      0,                      0,                      0,                      0,                 5.5396,                 6.5575,                 4.2329,             0.00090516,             0.00090516,             0.00090516
